userid,itemid,raiting,timestamp
790,145,2,885158299
298,50,5,884125578
508,47,3,883777257
541,659,5,883865555
826,230,4,885690600
935,471,4,884472352
648,234,5,884368314
727,455,3,883709671
561,1010,3,885809781
524,14,5,884322047
344,546,3,884899837
58,137,5,884304430
885,501,3,885714820
731,613,2,886186568
815,257,3,884320266
790,158,2,885157797
604,7,4,883668097
671,265,3,884035992
586,581,2,884065745
665,202,3,884294612
846,494,5,883947590
311,705,3,884365201
344,431,3,884901469
573,157,4,885844161
899,186,4,884121767
921,313,5,884673044
665,50,4,884290432
846,554,4,883949728
731,136,4,886182826
665,473,4,884290882
521,754,3,885252562
727,760,1,883713388
731,521,1,886184682
541,1047,2,883866173
127,230,5,884364866
836,611,5,885754096
541,140,5,883874682
790,709,3,885156686
344,1048,3,884899815
500,60,5,883874557
814,665,4,885411204
77,519,5,884752874
630,323,4,885666237
845,268,3,885409374
869,284,1,884491966
727,199,4,883710288
846,493,5,883947590
814,56,3,885410957
435,721,4,884132072
395,286,4,883762088
344,762,3,884900391
580,147,3,884125658
910,288,3,884229224
790,208,3,885156014
919,270,4,885059422
311,96,5,884365653
869,50,4,884490892
97,69,5,884239616
826,449,4,885690819
537,289,1,886029153
885,233,3,885715889
899,25,3,884120249
201,1426,2,884114015
808,313,5,883949986
500,532,4,883865952
532,980,4,884594911
790,248,4,884461888
435,527,4,884130995
524,521,4,884636182
940,289,3,884801144
541,946,5,883874749
508,710,4,883777071
508,524,5,883767608
561,194,4,885807612
846,230,3,883948720
846,716,3,883949508
619,181,4,885953778
702,230,4,885767774
700,28,3,884493712
665,631,2,884294459
619,685,3,885953850
537,753,2,886030622
846,426,1,883949046
899,265,4,884122087
417,343,2,886186253
311,496,5,884364593
619,195,5,885954019
790,411,3,884462929
846,415,2,883950605
920,347,4,884220131
298,121,4,884126202
405,4,4,885547314
621,65,3,885596944
727,260,1,883708265
737,187,5,884315175
899,435,3,884122450
541,254,3,884046953
935,846,4,884472999
836,134,3,885754096
240,242,5,885775683
894,346,4,884036796
711,272,5,884485798
727,233,4,883713473
145,271,4,885557660
537,547,1,886029771
846,721,4,883948719
200,380,5,884129381
859,955,5,885776352
846,479,4,883947694
642,472,5,885607081
435,179,5,884131085
435,298,4,884134500
145,228,4,885557660
717,126,5,884642580
481,198,4,885828686
630,153,3,885668277
790,235,1,884462551
790,417,2,885156538
642,427,3,886132043
665,69,5,884293475
500,121,3,883865611
537,699,4,886031149
345,385,3,884993418
532,313,5,884594326
783,872,4,884326545
665,274,3,884290408
508,204,3,883767510
653,508,3,886052198
790,274,3,884461950
99,172,5,885679952
833,302,3,884828670
885,949,4,885714452
790,122,2,884462954
768,476,4,883834705
487,809,2,884050192
500,117,4,883865755
727,207,5,883710889
724,879,1,883757259
731,170,5,886179040
271,215,4,885849300
493,358,4,884129979
537,175,4,886030966
19,8,5,885412723
731,127,4,886179415
905,150,4,884984148
768,248,3,883834705
665,410,3,884291165
83,248,3,883868788
885,356,3,885714317
707,603,3,886286926
657,273,3,884239566
869,1134,1,884492445
524,559,3,884637067
271,203,4,885848448
573,216,4,885844674
487,231,1,884050940
499,208,4,885599718
524,476,3,884628212
405,1019,1,885549465
727,1437,2,883713082
826,576,4,885690900
836,657,5,885754096
905,7,4,884984329
935,127,4,884472086
790,209,1,885155540
530,255,4,886198864
790,186,3,885156165
940,96,5,885921265
523,407,4,883702800
924,300,2,884337243
693,298,3,885703740
586,569,3,884060807
846,168,5,883947737
537,1400,2,886031678
699,1033,4,884152917
541,79,5,883871524
825,984,5,884642187
700,222,3,884493899
452,83,3,885490812
790,931,2,884462105
859,368,3,885775880
500,727,2,883875041
940,194,5,885921953
320,625,4,884751439
846,786,4,883949771
826,373,3,885690900
541,378,5,883864908
112,333,4,884992566
523,874,4,883699869
584,227,4,885774172
702,879,1,885767604
707,1401,3,886286663
380,498,4,885478738
727,62,3,883712603
899,496,5,884121379
935,717,4,884472872
642,931,4,885606857
920,331,3,884220094
790,217,4,885158459
846,191,5,883948048
724,327,4,883757670
665,240,5,884291271
790,117,5,884461283
846,609,5,883949199
688,349,5,884153712
905,321,4,884983463
681,328,3,885409810
665,687,2,884290143
724,347,4,883757670
472,1079,4,883904360
819,182,4,884105025
717,831,3,884642958
790,1039,3,885155490
845,1399,3,885409493
671,88,4,884036846
940,172,4,885921451
561,1039,3,885807612
727,70,5,883710856
790,15,5,884461413
907,147,5,885862325
397,182,5,885349759
727,1222,1,883713574
298,427,5,884127369
727,1249,3,883711991
707,736,4,886286311
648,758,2,884795447
561,772,4,885808715
859,928,3,885775473
435,91,4,884131597
727,358,2,883708462
727,567,2,883713388
487,399,5,884046800
869,756,1,884492780
648,1030,2,884882552
298,546,3,884184098
428,894,4,885943955
405,205,3,885546025
846,499,4,883948840
526,294,3,885681982
790,742,4,884461541
318,531,4,884495921
112,328,4,884992566
727,80,4,883713454
846,530,5,883948606
790,65,4,885155846
521,568,3,884478101
435,203,4,884131434
524,661,3,884637467
541,63,3,883866049
707,88,3,886287331
846,565,2,883950712
711,86,5,886030557
435,919,5,884132184
921,87,2,884673673
521,520,3,884477585
829,198,4,884736647
737,58,4,884314970
523,451,5,883702441
493,806,3,884131143
201,640,4,884112029
435,127,4,884131681
940,181,3,885921310
724,308,1,883757170
131,287,4,883681351
846,110,3,883950568
405,646,2,885546202
17,221,2,885272654
561,96,1,885809336
921,692,4,884673724
648,665,2,884882987
541,622,3,883874804
198,201,3,884207897
311,69,5,884364999
885,208,3,885713406
790,364,2,885158161
328,23,3,886036795
271,148,3,886106165
648,229,4,884882802
405,436,1,885548384
70,655,4,884150153
586,195,4,884058956
318,482,5,884496156
727,148,2,883709438
899,428,4,884122254
846,612,5,883949421
405,36,2,885546859
271,649,3,885849510
414,288,5,884999066
836,170,5,885754200
541,427,4,883864638
130,350,4,886023989
435,210,4,884131799
727,87,4,883710347
345,470,4,884992084
826,127,5,885690482
648,454,3,884368232
344,529,5,884814668
940,8,5,885921577
924,283,4,884371495
77,527,4,884752853
586,96,4,884059110
30,751,3,884310551
846,449,3,883950950
400,748,2,885676411
940,153,2,885921953
905,717,1,884984149
681,310,3,885409572
846,1029,1,883950859
905,326,3,884983034
493,134,3,884132246
885,419,4,885716328
200,172,5,884128554
345,91,4,884993016
648,726,3,884882271
405,65,1,885546379
846,1188,2,883950524
727,249,2,883708927
435,1014,2,884134515
899,463,4,884121342
524,170,4,884634785
493,204,5,884130852
544,338,2,884796062
13,746,3,884538766
746,183,4,885075165
826,397,3,885690854
859,1132,3,885775513
648,412,1,884367318
642,401,4,885606178
724,307,3,883757468
405,187,5,885544739
561,1059,1,885808867
94,195,3,885870231
246,447,3,884922714
561,379,2,885810428
524,582,3,884635326
530,176,3,886202320
642,28,5,885603636
344,50,5,884814401
311,747,3,884364502
561,655,3,885807930
537,550,2,886032246
940,56,5,885921577
500,286,1,883864527
514,272,4,885180603
537,855,3,886030937
790,472,2,884462416
271,1117,3,885847763
630,98,5,885667898
561,849,2,885810193
580,597,1,884126077
524,39,5,884636583
724,286,1,883758268
727,550,4,883712519
921,173,5,884673780
487,559,3,884029657
731,611,3,886184683
435,268,5,884130688
630,69,3,885667939
671,22,4,884035406
665,483,4,884293610
523,14,5,883700991
624,313,5,885215463
561,660,3,885810144
924,836,3,885457975
846,241,4,883947911
679,63,3,884489283
921,132,3,884673699
617,448,3,883789507
648,1271,4,884882234
452,501,3,885476356
198,939,3,884209412
826,332,3,885689821
508,514,5,883767301
657,294,5,884238247
246,257,4,884924327
707,1479,5,886287854
435,427,3,884131542
152,763,5,884018370
648,153,4,884881621
586,172,4,884058708
168,931,3,884288329
727,291,4,883709009
537,641,4,886031178
523,523,3,883703495
790,89,4,885155770
836,238,4,885754200
846,518,4,883948571
707,490,2,886285792
530,174,4,883784503
899,228,3,884121572
435,609,4,884132873
899,135,4,884121857
648,810,4,884883031
919,286,4,885059400
397,480,5,885349476
737,196,3,884314694
727,161,4,883712716
885,97,5,885714136
648,208,5,884796652
506,566,4,885135819
537,343,2,886029153
836,258,4,885753475
790,222,3,884461441
452,82,3,886149040
935,257,2,884472110
561,72,2,885810084
537,1025,1,886029488
524,235,1,884628059
99,326,3,885678267
405,1334,1,885549789
846,196,4,883949290
707,747,3,886287900
648,180,1,884368643
700,531,4,884494380
727,1016,3,883709802
43,755,3,883956075
819,315,5,884618354
671,472,5,884036411
279,713,3,886015169
344,19,4,884899346
783,750,4,884326274
648,83,4,884628482
921,82,3,884673954
586,1207,2,884065879
580,343,5,884124304
731,15,4,886182632
94,423,4,885873302
537,185,4,886030805
846,202,5,883949594
97,172,4,884238939
94,939,4,885873423
96,200,5,884403215
665,421,4,884294552
70,678,3,884063627
405,418,5,885548836
201,12,4,884111269
405,1540,2,885548877
499,166,5,885599334
707,1141,3,886285791
885,28,4,885714136
435,401,3,884133447
940,147,4,885921893
619,750,3,885953537
617,672,3,883789537
648,29,2,884883149
58,1008,1,884304609
619,554,3,885954238
688,341,5,884153606
405,735,5,885545306
405,203,1,885548578
925,678,3,884717790
201,692,3,884114895
246,941,1,884923547
920,300,3,884220058
925,218,4,884717862
665,196,4,884294026
544,328,3,884795581
580,125,3,884125387
790,226,3,885156396
537,124,4,886029806
846,715,4,883949380
940,610,1,885921953
493,25,4,884132717
561,549,2,885809654
630,742,5,885666918
526,121,2,885682590
537,279,2,886030177
731,140,2,886186811
435,768,3,884133509
935,742,5,884472266
586,231,3,884062010
523,954,5,883702474
617,357,4,883789386
869,242,2,884490097
416,898,4,885114374
702,222,5,885767775
586,411,2,884067199
226,370,3,883890235
524,126,4,884323427
727,635,2,883713419
521,108,3,884476020
405,781,5,885547447
648,561,2,884883679
940,1401,1,885921371
311,222,4,884366852
435,1069,4,884131489
296,285,5,884196469
846,294,3,883946477
298,845,3,884183773
435,636,4,884134047
727,413,2,883709710
481,498,5,885828619
70,343,4,884066910
502,343,5,883702370
240,349,1,885775878
790,273,5,884461888
795,928,1,883774317
561,210,3,885809146
380,50,4,885478497
521,651,3,885253376
836,654,5,885754150
727,808,2,883712245
435,56,5,884131055
493,109,4,884130416
846,663,4,883948873
499,430,3,885598989
544,313,5,884795413
700,318,4,884494420
561,162,3,885809781
665,721,3,884294772
679,748,4,884312926
537,690,2,886028604
727,841,3,883709208
405,392,5,885545487
790,69,1,885155209
537,190,4,886030552
727,228,4,883711527
537,121,1,886030380
630,1,4,885666779
702,449,3,885767775
899,51,1,884122387
500,370,3,883865952
790,825,3,884462385
727,283,2,883709009
671,159,5,883949781
688,898,5,884153606
405,1006,1,885546445
790,63,2,885157837
925,682,4,884717586
435,1552,3,884134187
621,313,5,883798770
521,343,3,884475605
586,22,3,884058708
198,475,4,884205277
405,1487,1,885546724
537,183,3,886031407
925,56,3,884717963
846,1069,4,883948221
198,343,3,884204666
846,492,3,883947737
846,684,5,883948141
700,423,4,884493943
524,704,4,884636691
344,588,5,884900993
499,624,2,885599372
790,68,3,885157440
648,2,4,884882742
43,421,3,883954853
671,566,4,884035303
524,1046,3,884637173
298,125,3,884125912
899,95,5,884121612
406,724,3,884630973
524,461,3,884635287
869,15,1,884491993
717,300,5,884641808
345,248,5,884994083
727,941,2,883711874
524,4,4,884636498
790,246,4,884461283
790,49,3,885156852
404,272,4,883790181
240,358,2,885775857
524,259,3,884320358
508,629,4,883775341
298,549,4,884183307
846,1045,3,883950364
790,7,4,884461796
724,748,1,883757784
653,984,4,884408848
311,371,5,884366137
790,678,3,884461115
537,484,4,886031105
727,421,5,883711181
790,249,3,884461849
836,89,4,885754029
435,824,1,884134627
311,51,4,884366010
345,200,4,884916339
428,302,5,885943651
731,606,3,886182366
405,1055,3,885546202
544,259,1,884795581
717,262,4,884641621
665,566,2,884293741
541,265,5,885595654
836,793,2,885754029
885,402,3,885715489
648,1041,3,884882192
508,378,5,883777430
826,181,5,885690526
826,195,5,885690636
846,133,4,883948534
513,685,4,885062601
925,185,4,884717963
940,170,4,885921401
607,494,5,883879556
619,176,5,885954053
783,881,4,884326584
537,642,4,886031342
665,238,4,884294772
537,419,2,886031342
619,562,3,885954341
836,192,5,885754118
524,943,3,884636453
899,69,3,884121125
500,151,3,883874059
521,23,3,884478428
920,332,3,884219953
665,134,4,884293569
537,216,3,886031540
573,276,3,885843964
521,222,4,884475799
758,227,4,884999133
679,168,5,884487534
851,1025,2,884205201
428,754,4,885943847
717,888,5,884642133
586,80,2,884067003
580,271,5,884124248
665,157,3,884294671
746,403,4,885075337
537,1163,1,886030347
724,750,2,883757170
537,61,4,886031211
298,204,4,884182148
328,347,5,885596118
405,380,2,885545883
405,1551,1,885546835
617,453,1,883789715
846,96,4,883947694
846,488,5,883948343
435,33,3,884132672
201,479,4,884111397
537,528,3,886030805
523,258,5,883699583
846,575,2,883950569
435,181,5,884132208
679,1,3,884487688
396,823,2,884646647
198,423,3,884208241
671,1597,1,884035892
907,333,5,885860288
514,949,3,886189510
707,64,3,886286170
561,524,4,885807888
679,727,4,884487961
699,220,2,885775430
869,269,4,884493279
500,411,2,883865826
607,887,3,883878999
344,83,4,884901503
790,431,3,885157159
679,294,1,884312763
826,679,2,885690712
899,471,4,884120007
921,190,2,884673602
537,497,4,886030863
311,91,3,884366439
271,472,2,886106165
435,685,2,884134345
405,373,2,885548162
940,95,5,885921800
925,323,4,884633287
665,188,4,884293366
619,96,5,885954083
345,974,3,884991581
119,751,3,886175361
885,946,3,885714933
870,471,4,885071869
940,174,4,885921310
711,189,5,886030557
541,110,4,883866114
700,169,3,884493862
846,179,5,883948571
648,197,3,884628644
586,218,3,884060705
513,841,4,885062602
940,319,2,884800944
846,143,5,883948804
783,331,3,884326461
665,126,4,884290751
435,549,3,884132588
537,948,1,886029239
790,585,2,885157686
727,39,2,883712780
82,895,1,884713704
707,200,2,886286491
700,73,3,884494380
537,508,4,886030108
198,526,4,884208273
724,1234,1,883757170
846,23,4,883948089
201,770,3,884112426
920,682,3,884220058
630,357,3,885668090
642,136,3,885602232
885,196,3,885714201
537,639,2,886031438
707,4,3,886286170
727,440,1,883713548
860,285,5,885990901
435,2,4,884132619
924,1,5,884371535
499,429,4,885599372
318,692,4,884495561
405,140,3,885548932
859,293,4,885776056
707,921,4,886286361
899,527,4,884121767
921,651,3,884673891
396,472,5,884646647
500,443,4,883873679
200,176,5,884129627
717,333,4,884641681
77,121,2,884733261
826,554,4,885690749
940,549,2,885921915
127,50,4,884364866
537,328,2,886029083
561,762,3,885809654
905,475,3,884984329
940,474,3,885921687
500,31,4,883875092
524,230,3,884636907
198,71,3,884208419
905,313,4,884982870
665,154,3,884294025
894,751,3,885427971
537,286,3,886028498
521,290,3,884477262
240,340,4,885775710
746,62,3,885075434
537,72,1,886031966
537,140,2,886032001
899,410,1,884122535
899,188,2,884121720
450,345,2,884906309
46,93,4,883616218
630,123,4,885668203
461,575,2,885355930
526,100,5,885682448
271,97,5,885848736
524,515,4,884637409
940,4,2,885922040
845,346,3,885409493
642,51,5,886132172
790,926,2,884462598
717,685,4,884642581
940,317,4,885921577
940,751,3,884801227
544,294,2,884795581
127,690,1,884363851
530,443,4,883790943
727,66,3,883712068
397,58,5,885349202
671,210,5,884035892
846,505,5,883948343
240,307,4,885775683
717,250,1,884715146
246,155,1,884923687
727,393,3,883712397
607,435,3,883879473
846,1035,4,883949771
899,385,3,884121612
653,248,3,884405730
642,318,2,885602369
671,679,3,884036050
500,483,4,883874039
808,286,4,883949560
846,427,4,883948948
435,76,3,884131328
405,59,1,885549507
537,174,3,886030622
746,281,3,885075434
707,648,4,886285824
481,580,4,885829153
724,683,1,883757834
724,333,4,883757670
885,383,2,885713939
200,812,4,884130621
240,748,3,885775831
814,218,3,885411030
70,91,3,884068138
43,845,5,883955547
885,189,5,885714820
727,268,4,883708087
790,50,4,884461387
248,806,3,884534772
707,347,5,886285277
487,67,3,884050247
813,898,1,883752264
681,990,4,885409770
665,418,4,884294611
246,651,4,884921638
790,298,5,884461849
472,678,4,883904118
724,328,4,883757727
537,428,4,886031506
671,686,3,884036365
648,62,5,884882916
727,227,4,883710974
201,566,3,884112352
707,618,3,886288282
586,183,4,884059196
435,39,3,884131822
657,111,5,884239368
642,173,5,885602314
537,39,2,886031407
435,420,4,884132561
499,173,5,885599307
580,866,4,884125856
731,283,4,886182367
924,742,3,886065661
924,173,5,885458060
935,121,4,884472434
176,458,4,886048305
727,546,2,883709607
57,988,4,883696785
524,311,4,884287428
500,16,4,883865462
537,517,4,886031341
921,755,4,884673910
707,381,3,886286457
885,237,5,885715151
727,665,3,883713257
717,299,4,884641743
899,934,3,884120603
630,535,4,885667624
707,317,3,886286433
57,323,3,883696709
845,909,4,885409789
251,79,5,886271733
405,26,3,885545552
679,322,3,884312763
405,1041,5,885547447
524,82,4,884636583
25,121,4,885853030
526,273,2,885682562
318,275,4,884470718
707,638,4,886286361
790,51,3,885156193
769,235,3,885424186
201,1398,4,884140079
737,474,5,884314740
731,482,3,886184770
561,470,3,885809872
846,69,5,883947500
97,173,3,884238728
435,472,2,884133466
435,501,3,884132266
737,11,3,884314903
481,663,4,885828297
200,470,4,884129782
176,340,5,886046979
731,66,4,886184577
573,179,4,885844091
573,286,3,885843476
679,50,5,884486758
648,205,3,884628607
731,207,4,886182827
524,708,4,884636645
405,209,3,885547124
345,38,2,884993830
487,720,4,884036466
925,299,3,884717478
665,98,4,884293569
405,856,1,885546287
592,1022,5,885280183
586,288,4,884057861
298,9,4,884126202
405,241,1,885547909
452,481,5,885544110
724,893,3,883757874
524,796,3,884636958
687,313,5,884651420
77,156,4,884733621
885,451,2,885713716
523,732,4,883702125
815,252,2,884267891
826,1222,3,885690819
271,9,4,885847738
885,278,3,885715468
899,283,4,884121424
846,1004,3,883950791
790,763,3,884462692
524,203,4,884634819
561,79,3,885808887
671,455,4,884035775
924,258,3,884336994
537,283,4,886029889
499,143,3,885598961
665,1,4,884290491
724,259,2,883757726
537,271,2,886028791
924,705,5,885457858
395,127,5,883765034
345,238,5,884916495
702,748,2,885767556
846,184,5,883949697
630,121,4,885666823
665,239,3,884293475
727,405,3,883709571
702,258,5,885767306
246,418,3,884921453
688,307,4,884153505
58,1,5,884304483
846,42,5,883948606
561,473,3,885810428
648,449,3,884882987
885,88,4,885713461
57,477,4,883697655
328,983,3,885049234
168,546,3,884287962
145,449,3,885557699
500,582,4,883874290
727,278,2,883709325
545,434,3,884134177
586,184,2,884060807
537,513,4,886030891
885,151,4,885716221
717,288,1,884641717
885,386,2,885713680
851,346,5,884831499
846,498,4,883947861
727,685,3,883709518
699,10,4,883884599
435,194,4,884131627
481,88,4,885829153
846,1066,3,883950568
405,99,5,885548785
428,352,4,885943651
131,297,4,883681514
499,525,4,885599660
395,866,3,883766119
561,802,1,885810726
826,176,5,885690600
630,213,2,885667994
617,656,4,883789386
344,408,5,884814532
374,829,2,885083439
508,183,5,883767588
727,511,4,883710948
905,124,4,884983889
717,298,3,884715172
665,151,3,884291017
199,269,5,883782458
860,202,4,885990932
586,3,5,884068767
846,570,4,883949698
681,682,1,885409810
921,892,3,884673402
707,248,4,886285498
648,452,3,884883679
826,501,3,885690380
298,357,5,884181969
940,855,5,885921980
899,483,4,884121572
75,289,1,884049789
500,1311,1,883877467
452,199,5,885816768
70,559,3,884066399
487,349,3,885239880
717,866,1,884642932
201,603,4,884113924
397,289,3,885349348
311,47,2,884365654
298,187,5,884183063
414,324,4,884999127
630,11,5,885668028
783,307,5,884326506
940,708,3,885921953
642,1239,4,885607097
826,226,4,885690677
500,295,4,883865128
846,268,4,883946938
648,72,4,884881722
145,308,2,885557505
584,450,2,885778571
514,180,3,886189927
617,531,2,883788859
768,315,3,883834448
328,646,3,885046174
546,758,4,885140808
500,552,1,883876738
545,28,4,884133814
731,143,5,886182827
630,239,4,885668061
271,506,4,885849052
521,246,4,884475913
251,1,4,886272009
248,79,3,884534992
940,89,4,885921828
899,193,3,884121946
724,1127,3,883758267
727,118,4,883709729
724,343,1,883757259
642,588,5,886131546
737,64,4,884314740
707,1168,3,886287990
940,427,5,885921451
790,384,2,885158374
727,169,5,883710419
561,546,1,885810557
561,153,3,885808844
630,465,1,885668203
630,819,3,885667108
561,423,2,885808796
790,108,3,884462415
271,566,4,885848707
537,515,4,886031297
737,154,4,884314694
168,276,1,884287642
216,315,5,883981859
264,150,5,886122952
687,300,4,884652089
846,452,3,883950950
899,73,4,884121720
246,50,5,884920788
537,109,1,886030051
481,393,3,885829045
935,237,5,884472159
537,222,2,886029974
642,1078,5,885604239
561,1229,1,885810220
405,1556,1,885549635
561,512,4,885808000
521,550,3,885253844
846,91,4,883948417
860,949,3,885991163
707,168,3,886286170
586,118,4,884062671
586,159,4,884065719
541,278,2,883875063
537,186,4,886031211
899,257,4,884120185
727,423,3,883710830
435,193,3,884131243
707,6,3,886285627
769,1312,2,885424776
846,1209,1,883950858
345,570,2,884993662
899,746,4,884121512
546,258,4,885139634
924,286,3,884337043
43,277,1,883955498
296,211,4,884197068
537,616,2,886031752
500,1048,3,883865532
405,737,1,885546487
717,327,3,884641681
731,213,5,886183515
693,288,2,883975203
487,229,3,884042207
395,163,5,883764378
860,381,3,885990998
201,116,1,884112800
924,632,4,885458121
506,449,2,885135882
814,17,3,885411073
344,1020,5,884814457
665,56,5,884294611
201,702,1,884111986
70,1145,3,884151622
920,328,2,884220058
681,1394,5,885409742
521,684,3,884478807
813,890,4,883752708
271,496,5,885849140
846,66,4,883949290
727,176,4,883710948
717,130,2,884642958
520,871,1,885170547
920,1612,4,884219953
500,919,3,883865341
885,318,5,885714093
665,286,4,884289850
546,200,5,885141332
176,285,5,886047963
846,692,3,883949594
727,258,2,883709325
524,855,4,884634911
940,683,3,884800988
846,542,3,883950712
561,1267,3,885809690
899,239,3,884121946
397,693,4,885349955
707,485,4,886287079
526,325,3,885682102
710,198,4,883705435
783,301,4,884326424
320,1052,2,884749097
